Height (cm),Weight (kg),Chest (cm),Waist (cm),Hip (cm),Size Purchased,Size Exchanged
159,58,108,78,99,L,XL
166,87,99,90,94,XS,S
175,71,83,82,113,S,S
170,72,101,68,99,M,S
177,53,80,84,112,M,M
151,78,80,87,97,S,L
150,64,97,66,99,XS,XL
175,79,102,71,106,XL,M
178,78,101,71,97,L,M
160,82,106,83,109,L,M
189,85,104,86,107,M,XL
160,71,102,92,88,XL,L
185,62,107,70,112,XL,L
188,56,100,84,96,L,XL
189,57,101,81,99,S,XL
184,77,89,89,97,L,L
183,58,104,82,86,M,XL
173,74,96,89,104,S,M
171,65,106,88,100,M,L
185,80,91,87,86,XS,XL
184,63,95,83,88,M,L
166,81,84,80,95,L,M
183,66,108,74,97,S,S
175,50,96,74,101,M,XL
151,78,102,94,85,M,S
158,72,94,78,105,M,M
166,65,87,85,95,L,XL
150,61,106,75,98,M,M
174,70,100,67,86,XS,XL
189,66,81,72,104,S,XL
174,89,87,76,95,M,XL
188,62,89,67,86,M,XL
184,81,86,71,88,XL,XL
152,86,89,78,111,L,M
186,64,104,71,97,M,L
179,61,83,71,90,L,M
187,64,90,78,91,L,L
183,83,88,76,106,XS,M
161,55,83,65,104,S,XL
168,66,82,91,110,XS,M
186,69,90,69,87,S,M
166,58,82,92,88,XL,L
159,54,105,75,112,XS,M
161,72,97,65,105,L,M
173,87,98,77,87,XL,XL
168,63,93,93,85,S,XL
180,68,90,87,111,XL,M
170,82,103,81,105,XS,S
166,50,81,67,97,L,M
172,62,106,74,98,XS,XL
186,76,81,83,106,S,M
165,55,81,71,112,S,S
157,82,102,92,114,M,XL
174,79,94,67,113,S,S
167,84,101,86,88,S,S
174,72,91,76,101,S,S
161,59,90,90,94,XL,L
175,77,97,74,91,XL,XL
181,53,96,76,109,M,L
159,69,94,79,97,XS,XL
165,68,91,70,106,M,M
166,83,95,94,90,S,L
172,53,102,93,100,M,M
175,87,85,90,93,S,L
170,56,81,69,104,M,XL
156,75,95,84,105,M,L
163,75,81,91,105,L,XL
164,68,87,66,114,XS,L
156,58,109,85,96,XL,S
157,65,80,92,89,M,S
172,66,83,83,108,XS,L
178,71,90,68,95,L,M
167,62,99,92,85,M,XL
180,61,86,84,94,L,M
179,59,97,69,95,L,M
188,50,83,71,99,S,S
184,81,96,68,110,M,XL
167,79,108,75,111,XL,L
188,57,108,87,87,L,L
166,70,90,89,108,XS,L
163,71,90,67,99,M,L
180,67,99,69,95,XL,S
173,51,90,84,93,M,XL
184,58,94,79,86,XL,L
152,75,96,85,104,L,L
186,70,81,90,114,S,S
175,77,95,80,108,XS,M
172,85,91,80,100,XS,S
188,75,89,74,105,S,L
164,83,107,65,85,XS,XL
153,57,95,87,100,M,XL
171,63,87,81,98,M,S
167,66,101,89,95,S,XL
182,67,104,71,85,S,S
165,81,103,89,104,XS,XL
151,87,81,90,101,M,S
184,72,101,70,107,L,XL
183,72,80,79,103,XS,S
179,84,108,79,86,L,M
162,88,93,71,98,M,XL
162,64,104,67,92,XS,M
181,77,83,94,107,L,XL
184,65,82,67,110,L,XL
178,88,80,84,111,L,L
178,55,101,73,90,M,S
159,62,80,73,89,XL,S
174,83,101,68,102,S,XL
188,66,109,90,106,XL,S
169,76,91,80,98,XL,S
154,78,89,69,96,L,M
150,86,81,91,112,XL,S
179,71,95,93,96,XL,S
152,73,87,81,106,XS,S
179,83,108,81,88,S,L
153,61,94,70,111,L,S
167,72,95,90,99,XS,L
186,64,90,93,107,S,S
174,82,91,79,99,S,XL
150,62,81,65,109,XS,L
164,72,83,77,101,L,M
158,87,109,80,87,M,S
164,81,82,66,94,XS,XL
173,84,88,93,109,XL,L
153,50,97,94,114,S,XL
161,54,98,83,105,XL,M
186,62,86,87,106,L,M
186,54,83,66,92,M,M
155,81,85,85,93,M,M
188,70,98,89,108,M,XL
173,73,80,76,87,XL,L
160,67,95,76,110,L,M
162,70,90,90,85,XL,XL
183,59,101,72,95,S,XL
174,73,83,76,97,M,L
156,89,97,88,96,L,XL
157,74,105,66,105,XL,L
169,72,108,65,91,XL,XL
178,71,107,89,86,XL,S
159,53,108,90,85,XL,S
183,83,84,92,104,S,M
175,55,101,68,87,M,L
152,77,85,73,88,XL,XL
155,80,109,91,101,S,XL
172,72,81,91,103,S,M
158,55,91,71,88,S,L
184,65,101,92,113,S,M
167,66,99,93,86,M,L
166,50,108,89,94,XL,M
152,54,108,84,97,S,XL
181,78,92,78,95,XL,S
187,88,101,69,92,XL,M
174,50,96,70,113,XS,XL
158,76,84,86,104,XL,S
153,73,99,92,89,M,S
163,68,92,81,109,XL,XL
186,57,108,79,86,S,M
183,51,92,71,96,M,XL
160,79,89,72,112,L,XL
152,79,94,92,86,M,L
177,88,94,85,90,XL,L
178,81,97,66,106,XL,L
158,50,97,82,103,L,S
152,87,81,91,96,XS,S
183,60,90,87,97,XS,L
161,59,92,71,101,XS,M
158,75,90,93,96,S,M
164,69,83,84,87,XS,L
189,66,94,91,108,M,S
174,66,101,80,92,XS,XL
154,53,102,94,100,S,S
183,72,90,73,108,XL,L
173,59,97,76,111,L,S
164,77,95,78,110,XS,XL
157,75,91,71,92,L,S
154,78,92,66,85,L,L
175,76,88,81,87,S,XL
167,67,106,75,85,XL,S
155,89,100,82,99,XS,L
186,59,92,93,102,XS,L
162,54,85,76,104,XL,S
177,59,85,67,87,S,S
154,70,90,85,113,S,S
162,73,98,78,99,S,XL
166,87,106,79,111,M,S
189,52,90,83,106,XS,M
181,89,89,74,112,S,S
152,86,94,74,89,XL,M
189,88,87,68,91,L,L
176,83,84,83,107,XS,XL
162,69,81,74,109,M,M
182,82,95,81,92,XS,M
155,53,92,94,87,XL,L
168,54,88,89,101,XS,XL
165,74,94,93,100,L,XL
189,86,85,91,110,M,L
177,83,87,65,106,XL,S
182,58,103,75,113,S,XL
162,55,93,77,97,M,S
174,67,84,65,88,XS,L
176,68,101,94,95,M,S
187,63,86,85,111,M,M
156,89,88,80,86,S,S
180,84,97,87,111,M,S
172,78,107,74,88,S,L
159,66,92,80,101,M,S
181,57,97,65,90,M,M
179,50,89,86,94,L,S
188,85,80,73,95,S,L
180,56,100,70,89,XS,S
167,54,97,79,110,S,XL
151,77,81,79,102,S,M
162,86,83,89,109,L,M
161,52,82,77,93,XS,M
188,86,88,83,100,L,S
181,64,107,90,94,S,M
162,57,81,84,88,S,S
176,62,86,68,105,M,M
166,52,94,84,108,M,M
189,50,106,86,98,M,L
180,58,109,93,92,L,L
173,75,89,75,100,XS,S
184,66,103,79,110,M,XL
155,83,99,75,101,XL,M
179,62,83,94,90,S,L
156,54,104,89,91,L,S
159,62,90,94,102,XL,L
181,50,82,75,86,XS,M
183,74,102,67,105,S,L
177,53,96,88,93,XL,L
164,85,86,88,89,M,S
186,77,90,69,108,XL,M
178,55,97,77,89,S,M
171,76,107,74,108,L,S
169,52,93,76,92,M,S
181,82,85,72,89,M,S
185,59,108,88,89,M,L
176,64,101,80,101,M,M
166,56,82,66,93,L,XL
161,85,96,67,86,S,M
171,63,107,82,85,XS,S
166,63,91,81,106,L,XL
159,52,83,66,105,M,S
150,52,99,90,95,S,XL
171,71,95,86,99,S,L
175,68,108,76,85,XL,S
167,84,103,81,91,XL,XL
163,61,89,70,107,XS,M
178,54,105,81,103,XS,L
161,59,109,66,108,XL,S
184,62,86,78,90,S,L
161,84,89,70,104,L,XL
182,73,97,71,96,L,XL
155,84,88,73,97,M,L
160,89,96,73,101,S,XL
172,84,90,68,97,XL,S
175,53,80,93,86,XL,S
183,82,96,84,102,S,L
178,85,83,68,95,S,M
153,68,93,67,89,XL,S
184,60,88,85,86,S,L
162,55,92,87,111,XS,M
188,61,107,90,100,XS,S
164,76,107,86,109,M,S
160,52,82,94,92,XS,M
181,69,98,83,86,XL,XL
151,77,87,70,99,M,L
171,73,106,80,94,XS,S
160,89,99,67,93,XS,M
176,55,108,66,109,M,XL
152,69,105,66,106,L,XL
166,60,85,90,113,L,L
177,81,108,91,104,S,L
170,70,91,74,89,M,M
165,62,88,79,103,XS,S
186,71,88,67,97,L,L
169,84,96,72,111,L,XL
154,70,101,91,100,S,S
152,67,95,75,114,M,M
150,80,91,71,114,S,XL
183,63,96,71,89,XS,L
184,74,101,89,85,XS,XL
174,76,95,66,103,XS,S
161,72,91,69,103,XL,XL
167,80,107,78,101,XL,M
164,78,103,82,108,M,XL
165,79,109,68,107,M,M
176,75,81,68,105,M,M
157,69,87,88,112,S,S
166,68,100,87,89,S,M
178,76,95,93,106,XS,S
157,74,87,85,91,L,XL
156,72,89,84,87,XL,S
152,78,99,69,111,XS,S
178,64,94,88,96,XL,L
173,52,83,67,98,XS,XL
152,59,105,94,112,L,L
169,64,94,92,104,S,L
174,66,109,83,91,M,L
179,68,90,77,110,S,XL
163,60,85,71,102,S,S
169,63,88,87,88,M,L
185,75,82,94,100,L,XL
158,57,102,66,95,L,S
187,54,107,71,102,S,XL
171,56,84,73,107,M,M
151,65,94,92,100,XL,XL
173,63,107,85,91,M,M
160,53,81,86,109,S,XL
162,85,82,93,87,M,XL
166,66,105,74,109,XS,XL
157,85,100,91,89,XL,L
167,65,95,77,109,L,XL
179,78,84,74,114,XS,S
180,87,107,93,85,L,XL
187,86,94,79,100,S,S
181,59,93,85,99,S,L
160,85,93,67,97,L,S
187,53,95,93,108,L,M
157,85,109,83,107,M,M
160,62,87,81,111,S,M
171,67,87,74,97,XL,L
166,70,96,77,107,XL,L
181,64,96,74,85,XL,M
164,54,82,76,112,XL,M
165,55,80,66,100,S,S
171,87,96,74,114,L,M
177,52,105,85,86,L,M
169,61,103,87,102,M,XL
159,82,96,65,105,XL,M
189,85,104,84,109,M,XL
181,82,81,93,107,XL,XL
182,80,104,90,114,XL,XL
151,70,93,79,102,XS,M
182,76,86,86,89,XS,L
182,76,104,89,89,M,L
179,86,80,91,93,XL,L
182,81,96,90,108,S,M
188,71,86,71,88,XS,S
151,66,104,80,102,XS,M
187,56,85,80,106,XS,M
188,53,84,77,104,L,L
175,86,109,74,99,L,L
164,87,81,82,91,XL,M
183,81,97,73,97,XL,S
189,60,103,76,86,M,XL
160,50,96,93,93,XS,S
152,74,103,88,114,XS,S
155,73,106,77,89,S,L
158,66,105,75,85,S,S
155,57,106,79,112,XS,L
158,76,102,74,111,S,L
180,76,100,73,104,XS,S
181,71,98,89,103,L,S
161,65,86,89,106,L,S
157,51,102,67,113,XL,M
157,54,86,87,97,L,XL
177,67,95,80,90,XS,XL
169,52,91,76,94,S,M
156,76,94,81,113,XS,S
160,66,94,89,95,M,L
169,65,90,94,107,S,M
165,55,81,79,114,XS,L
153,56,82,89,109,XL,M
155,63,98,67,100,XL,S
171,87,99,69,110,S,S
175,89,107,92,109,L,M
152,64,104,77,107,XL,S
160,76,94,70,85,S,M
167,78,95,90,103,M,S
161,86,80,90,89,S,L
172,54,94,73,110,L,XL
161,78,91,94,112,XS,XL
162,81,86,93,111,S,S
174,55,86,83,90,XS,L
168,51,90,92,90,S,L
185,55,99,71,89,L,XL
181,74,96,94,97,M,M
167,58,82,69,114,S,M
155,52,95,80,85,S,L
167,75,84,68,85,L,XL
168,76,107,69,109,S,S
171,85,81,93,98,L,M
181,50,109,83,93,M,L
152,65,105,87,107,S,M
177,60,105,70,94,XS,L
159,75,86,68,90,XL,S
184,89,107,89,93,XS,M
178,50,89,65,102,XS,XL
164,75,84,81,99,L,S
156,58,91,80,86,M,L
161,71,89,87,114,S,S
179,57,101,66,90,XL,S
170,76,96,75,101,S,S
180,88,99,90,91,XL,L
173,68,99,69,107,XL,XL
169,74,90,77,107,XS,L
186,87,87,84,114,XL,L
177,73,81,92,99,M,L
169,73,96,93,108,L,L
173,68,102,89,105,S,XL
181,51,85,79,86,M,L
185,63,100,86,105,L,L
183,81,107,91,96,XS,L
185,81,92,93,94,M,L
183,89,87,70,101,XL,L
185,89,90,84,111,XS,L
161,57,97,88,94,M,L
152,64,97,79,92,XS,L
167,75,104,79,113,S,XL
182,85,108,78,106,L,M
184,76,82,71,97,S,S
157,88,100,69,92,XL,M
185,50,103,79,96,XL,S
179,56,86,85,101,L,S
163,56,91,88,93,XL,S
163,56,83,68,109,L,M
186,65,106,81,101,S,L
154,52,106,89,108,S,L
187,59,105,84,92,XL,L
163,56,90,65,96,M,M
188,70,93,80,93,L,M
174,86,97,77,114,XS,S
169,80,86,82,90,M,M
188,76,95,87,112,M,XL
155,71,90,82,94,L,L
166,88,101,81,93,L,S
174,76,82,90,112,M,S
177,53,95,94,113,S,L
151,73,90,73,88,L,L
186,68,102,85,105,M,S
154,52,102,94,106,S,L
150,76,81,77,90,XS,M
189,52,95,84,110,L,S
161,77,96,84,102,L,M
185,66,89,78,88,XL,L
180,59,91,77,93,L,S
160,71,87,81,99,S,S
159,79,106,67,107,L,L
152,70,105,93,93,XS,M
163,85,82,65,90,XL,XL
165,72,106,85,95,XS,L
159,87,99,69,91,XS,M
178,61,103,89,109,M,M
159,74,82,77,98,XS,XL
161,69,85,88,112,XL,S
150,78,82,69,99,L,XL
154,78,96,87,104,XS,L
169,62,88,76,93,S,M
157,52,83,66,103,M,XL
161,51,101,93,114,M,M
150,65,102,87,96,M,S
169,79,81,80,114,XL,M
186,55,107,94,112,L,L
186,56,88,69,114,XS,S
161,54,93,76,92,XL,M
164,81,81,70,87,XS,L
155,62,100,77,109,XL,S
169,79,81,75,110,XS,L
163,74,106,94,114,L,L
158,70,86,81,90,XS,XL
186,77,101,73,95,XS,M
169,69,83,89,114,S,S
175,83,93,80,104,L,XL
178,54,81,81,98,XL,L
150,67,102,84,86,S,S
184,88,91,88,96,XL,L
155,60,89,82,100,M,S
186,66,104,77,112,M,S
154,71,80,93,87,XS,M
163,69,102,77,100,XS,M
161,55,95,88,94,XS,M
169,83,94,90,104,XS,XL
173,63,93,77,89,M,M
183,72,88,76,97,XS,S
174,69,108,78,96,XS,L
178,62,100,77,111,XS,XL
188,81,102,89,85,XS,S
180,75,94,73,104,S,L
172,63,105,78,95,XL,L
187,85,86,65,110,S,XL
169,57,83,73,103,L,M
172,89,100,68,113,S,XL
165,71,97,92,99,L,XL
157,71,87,76,102,M,XL
170,65,91,88,100,XL,L
150,76,94,93,91,XS,M
178,74,96,73,109,M,L
181,80,81,67,100,XL,XL
187,70,91,70,101,L,L
154,76,82,67,112,M,S
171,66,86,65,91,XS,M
150,80,93,86,112,M,M
175,75,102,85,101,XS,S
179,85,84,94,85,M,L
166,53,83,84,100,L,XL
175,53,94,66,108,XS,S
157,75,86,76,113,S,XL
189,53,82,90,99,L,S
161,58,92,74,88,S,L
176,79,89,77,96,M,L
157,53,102,94,85,M,XL
174,54,81,84,101,M,S
153,72,91,68,108,L,S
182,65,107,83,99,XL,L
150,71,103,86,114,L,M
168,86,107,65,108,L,XL
180,57,101,89,104,XL,XL
165,82,91,75,104,L,S
154,65,98,80,95,XL,L
175,54,100,83,102,XL,L
177,65,82,83,86,S,M
182,67,92,88,108,XS,M
174,52,106,82,91,XS,L
158,77,106,69,103,S,L
162,59,88,80,96,M,L
180,58,92,88,102,L,M
160,62,102,78,94,XL,L
153,84,93,83,91,S,S
183,72,98,70,88,L,L
187,66,90,67,101,S,S
187,65,95,76,88,M,S
155,85,99,94,89,L,S
183,69,95,75,85,L,S
162,54,105,91,106,XS,M
172,55,81,90,110,XL,L
168,77,104,65,107,XL,S
160,54,95,80,95,XS,XL
150,88,93,80,85,M,M
173,87,100,81,92,S,L
156,51,107,79,88,L,M
174,88,97,85,113,S,M
164,89,85,69,111,L,XL
150,86,86,84,111,XS,L
161,67,92,72,106,L,M
164,66,94,85,101,XS,L
168,87,92,71,87,M,L
178,64,86,75,102,XL,M
174,56,80,84,110,M,S
182,63,82,90,91,XS,XL
181,50,99,85,112,XL,S
184,87,97,77,101,S,S
187,52,86,86,109,L,M
160,80,96,71,104,L,XL
184,62,107,75,92,M,S
163,66,95,94,87,M,XL
159,66,103,65,109,M,M
151,60,89,76,91,M,XL
158,69,102,67,99,S,L
152,59,95,90,94,XS,M
170,78,99,92,96,S,S
175,83,97,65,96,XS,L
151,62,102,70,103,M,S
155,88,90,69,99,XS,L
177,76,97,93,105,L,M
178,75,85,75,105,S,L
175,77,80,84,110,XS,L
174,62,109,87,89,L,S
161,61,102,77,112,XL,L
154,77,86,75,97,M,XL
183,51,91,91,109,S,S
186,86,99,70,93,S,XL
164,83,83,83,106,XL,L
185,72,89,89,111,XS,XL
164,78,100,79,111,S,M
172,84,81,85,107,S,M
155,60,88,77,94,S,L
170,82,89,74,92,S,XL
172,60,99,65,93,XL,L
165,58,90,77,90,M,M
164,63,104,70,108,S,XL
174,58,93,85,102,XL,M
185,88,82,90,94,L,XL
160,52,104,88,108,S,S
164,78,80,84,99,XS,L
153,68,86,76,97,XL,XL
170,85,83,81,95,XS,XL
162,81,86,91,86,M,S
168,77,109,88,102,XS,S
183,67,89,90,87,S,XL
153,72,95,93,111,L,M
176,71,85,78,109,XL,L
177,61,83,86,105,XS,M
184,89,103,66,109,M,XL
165,50,83,92,114,S,S
185,52,106,89,102,XL,L
179,76,101,86,105,M,S
167,67,101,92,105,XS,S
151,79,96,89,93,S,L
162,51,92,75,102,S,S
153,54,81,90,85,XS,XL
175,78,99,67,88,XL,S
174,82,85,86,88,S,XL
179,69,101,90,101,XL,S
160,79,80,80,110,XL,XL
180,70,97,80,86,M,XL
159,64,108,73,111,M,L
188,69,100,77,99,XL,S
180,80,84,81,93,M,S
156,61,84,89,91,XL,XL
185,70,94,85,113,S,S
169,79,89,81,113,S,M
156,75,105,72,96,L,M
150,82,86,71,98,L,S
162,75,91,78,107,M,XL
171,89,107,85,114,M,XL
158,64,92,82,110,S,XL
175,50,94,78,100,XL,M
158,60,96,74,93,S,S
157,65,106,77,109,XL,M
173,71,87,91,102,S,XL
165,67,85,81,97,L,XL
175,66,90,94,86,XS,M
176,79,108,87,113,XS,S
186,59,105,89,113,L,M
173,70,105,80,108,XS,S
168,65,84,88,87,XS,L
185,55,86,75,114,S,S
188,52,101,87,99,XL,M
174,62,94,71,107,XS,S
167,67,100,93,94,XS,XL
168,73,101,86,90,M,S
185,76,83,65,107,XS,L
159,53,98,73,106,XL,S
182,71,92,74,98,S,S
154,73,80,80,93,M,S
183,59,101,93,92,S,M
170,89,88,78,90,M,S
166,55,103,92,99,M,XL
171,67,91,75,98,M,XL
186,66,97,88,99,M,XL
164,87,88,93,104,M,S
184,72,87,68,90,L,S
177,79,109,94,106,S,L
156,70,93,83,96,XL,L
181,59,107,77,94,XS,M
160,62,88,65,103,XL,S
159,61,99,85,92,L,S
158,58,104,83,89,L,XL
163,53,81,79,111,M,L
174,73,80,79,95,XL,L
151,83,92,89,104,L,M
156,54,89,94,98,M,XL
170,64,87,87,113,M,L
167,53,86,91,86,L,S
152,88,109,69,114,XS,M
188,57,108,88,110,M,M
173,76,96,82,113,M,M
168,50,109,71,107,L,L
153,83,104,65,110,M,S
175,66,91,67,111,L,XL
187,86,95,92,87,XL,S
181,87,89,65,87,XS,L
185,73,104,81,110,XL,XL
189,88,91,79,112,XL,S
186,70,90,69,113,XL,S
182,79,104,86,87,XS,XL
185,62,108,80,102,M,M
152,86,93,76,90,S,XL
158,52,101,83,98,L,S
157,81,99,78,110,S,XL
182,84,92,67,87,L,S
155,68,81,83,85,XS,L
188,63,106,65,94,M,M
153,71,99,85,97,S,XL
162,66,86,65,113,XL,L
151,53,80,90,93,XL,L
154,89,109,74,106,XL,M
181,86,82,77,110,M,XL
170,51,108,70,109,M,M
157,64,108,75,86,XL,M
187,51,99,70,94,S,S
157,60,91,67,109,XL,M
152,72,84,80,114,L,M
152,59,91,73,96,L,XL
171,52,108,72,103,S,M
155,54,82,91,87,L,M
172,87,84,69,85,XS,L
151,62,107,85,110,XS,XL
166,89,95,69,107,M,XL
184,84,109,83,110,XS,L
183,73,88,69,97,XL,M
172,73,89,85,91,M,M
179,66,108,84,86,S,S
157,89,89,84,106,L,L
171,59,92,66,104,XL,M
185,51,95,89,95,S,XL
154,72,109,71,107,L,XL
162,55,99,65,100,L,S
178,51,108,85,98,XL,M
180,70,104,82,114,L,XL
165,84,83,74,107,L,L
179,78,93,70,99,L,S
165,56,96,71,104,M,M
161,78,107,76,103,XS,M
166,86,84,82,91,XL,S
161,82,104,86,88,XL,XL
157,57,82,93,90,M,XL
169,61,84,83,107,L,S
152,59,95,89,94,L,M
179,73,107,83,105,L,L
172,75,98,77,112,XS,M
177,88,96,91,114,XL,XL
189,52,97,83,85,L,S
169,55,104,92,89,M,XL
189,70,102,73,107,M,XL
150,58,87,72,99,L,M
179,59,97,85,109,M,S
169,52,108,94,104,M,M
155,73,98,93,109,S,L
171,71,89,73,97,M,XL
167,63,108,77,90,M,M
157,76,81,82,89,S,XL
188,82,107,70,86,XL,M
181,71,96,87,101,XS,S
165,68,103,67,96,XS,S
161,68,92,74,96,M,XL
187,55,107,94,106,XL,XL
183,68,90,74,98,S,M
163,62,95,74,91,XL,M
185,75,99,73,106,S,M
182,71,86,94,110,L,XL
151,85,109,88,98,XS,L
170,51,82,72,91,L,L
151,79,95,88,93,M,L
176,76,98,73,98,S,L
158,56,99,81,105,XS,S
160,80,81,82,101,XS,L
175,66,99,92,114,XL,L
153,53,89,70,97,M,S
167,63,98,74,113,XL,M
155,69,103,65,111,M,M
184,62,90,92,113,XL,S
171,52,97,85,102,S,XL
164,75,90,89,103,XS,L
171,75,88,65,101,S,XL
161,81,99,84,96,L,M
187,63,108,67,90,XS,XL
179,75,105,71,87,XS,S
179,84,82,69,99,M,XL
155,52,87,80,105,M,L
152,62,108,66,113,L,S
165,63,108,67,87,S,L
156,70,85,67,89,L,XL
158,52,80,90,98,XS,XL
151,50,81,86,93,M,S
176,89,98,67,102,S,XL
151,82,107,79,94,S,S
167,60,90,87,114,L,S
163,76,90,68,97,XL,S
169,63,83,74,86,S,M
167,71,99,75,104,M,S
159,65,95,75,109,XL,XL
174,61,84,72,104,XL,L
151,59,103,87,91,XL,XL
174,73,109,87,95,XL,XL
182,67,109,73,89,XS,L
185,71,86,72,113,S,S
180,58,104,76,102,XL,L
163,66,95,81,92,XL,L
150,87,94,87,111,M,XL
165,89,84,79,110,M,XL
152,62,80,83,94,XS,M
155,55,101,84,87,XS,S
174,70,101,70,110,M,L
162,85,88,69,107,S,XL
183,56,105,72,89,L,XL
157,85,108,82,100,L,S
170,74,100,85,94,XS,M
183,60,84,85,95,M,XL
153,63,101,79,103,L,L
174,78,106,67,100,XL,S
164,59,85,78,96,S,L
161,57,85,79,95,XS,XL
181,54,87,77,106,M,S
181,73,107,85,110,S,XL
162,75,95,91,108,XS,S
180,55,107,85,89,XL,L
163,65,95,90,105,M,L
167,61,100,87,102,XL,XL
178,60,82,81,91,L,S
155,52,96,83,89,M,L
181,86,100,89,92,XL,L
178,55,85,68,105,L,XL
180,72,101,67,97,M,L
154,86,98,83,103,M,L
168,58,99,73,113,XL,L
183,52,94,93,86,XS,L
159,57,98,69,89,S,L
174,87,81,78,110,M,L
151,53,87,71,113,XL,M
160,61,86,85,110,XL,S
164,74,87,88,90,L,S
158,65,92,72,100,M,XL
158,56,94,89,99,XL,L
184,61,91,90,85,L,L
170,86,94,92,103,XS,XL
158,53,93,92,87,L,S
177,51,86,92,103,XL,S
156,84,96,78,99,M,S
165,52,105,86,87,S,XL
165,53,84,71,92,XL,M
182,87,99,67,99,L,S
188,59,97,87,106,XS,L
189,50,109,70,101,M,L
166,66,109,85,100,XL,S
186,65,104,78,97,L,S
188,58,103,76,85,S,L
185,58,81,76,108,S,XL
187,61,85,71,90,S,XL
188,64,82,69,104,M,XL
186,51,98,76,105,L,S
184,60,84,73,110,XS,XL
156,60,86,93,114,M,M
176,57,86,75,87,XS,S
177,81,106,68,99,S,M
171,55,89,78,114,S,S
163,69,80,90,99,L,S
156,88,90,76,95,M,XL
186,84,102,82,111,M,S
171,57,86,71,106,XL,M
151,68,85,65,90,M,M
176,56,92,91,93,S,L
170,80,95,94,98,L,S
187,67,92,77,110,XL,M
164,89,81,80,113,XL,XL
170,63,98,69,95,S,L
172,85,108,89,90,S,M
188,66,98,73,102,XL,M
154,86,97,87,104,L,M
150,58,104,92,99,M,L
162,69,85,73,106,S,XL
170,77,81,76,93,M,L
175,69,98,82,95,L,XL
170,85,105,91,86,XL,XL
186,57,99,88,110,XL,S
181,81,102,90,111,S,S
185,50,101,74,110,M,M
166,66,94,90,110,XS,S
184,58,85,93,107,S,M
160,69,107,81,98,S,L
170,81,82,83,98,XL,S
167,79,101,72,89,XS,L
189,69,97,94,93,L,M
184,87,96,90,109,M,L
178,50,98,88,113,S,L
178,54,98,91,95,M,L
187,84,103,79,91,M,XL
170,85,100,92,86,M,L
162,50,96,75,108,M,S
166,63,106,71,96,L,M
150,79,86,83,113,L,XL
151,73,84,73,111,S,M
178,53,105,82,108,XS,M
182,63,108,77,86,XL,L
189,53,85,65,91,XS,M
170,74,93,83,89,L,S
160,84,99,78,94,S,S
183,56,81,81,113,M,XL
157,62,104,86,100,M,M
171,53,97,84,90,M,XL
157,85,97,65,105,XL,S
164,63,92,69,90,XS,XL
166,67,107,94,93,M,S
172,57,97,84,85,S,L
173,81,96,78,113,XL,L
168,76,92,91,100,XS,XL
154,86,107,90,111,S,S
181,72,91,94,101,XL,M
172,61,101,90,90,XS,XL
186,74,86,82,86,M,M
157,52,80,77,92,S,S
162,75,109,87,107,L,S
157,53,84,76,106,M,XL
172,85,100,79,88,L,M
150,64,80,88,93,S,XL
173,81,83,68,107,L,L
184,78,105,73,91,L,S
173,59,80,67,105,XS,L
166,70,92,93,85,XS,XL
154,65,93,86,98,XS,S
169,68,94,75,114,L,XL
189,67,91,79,92,XL,M
180,65,86,80,95,XL,S
185,50,102,94,89,XS,S
160,51,98,71,102,XL,L
168,88,82,86,105,XL,L
156,77,97,73,108,XL,M
177,50,105,81,104,M,XL
154,71,109,73,89,S,L
179,85,105,93,113,L,XL
181,62,82,73,91,L,M
157,50,91,84,86,XS,M
181,81,91,76,95,S,S
177,65,96,85,89,S,M
166,64,85,83,97,XL,S
180,61,94,87,113,S,XL
189,66,81,82,97,L,S
174,77,87,72,92,S,M
158,56,93,89,95,L,XL
164,71,82,89,94,XS,M
152,75,89,70,109,M,L
185,61,86,67,111,S,XL
153,56,109,90,95,XL,XL
163,64,90,67,112,XL,L
159,70,81,69,91,S,M
170,63,84,93,110,S,XL
185,51,90,94,92,S,S
189,86,90,70,98,XS,M
151,86,96,80,112,XS,L
162,82,94,69,104,XL,XL
181,55,80,70,91,S,XL
180,75,98,68,87,M,S
165,88,95,78,86,L,S
181,86,98,93,106,XS,S
181,63,92,67,102,XS,S
183,86,102,81,106,XL,M
160,57,101,69,110,XL,M
159,88,102,86,87,L,S
164,62,83,85,98,XL,S
166,62,90,85,102,XS,S
189,89,97,92,97,S,XL
167,77,97,70,92,S,M
174,68,96,94,99,L,M
189,87,109,92,96,S,M
163,81,92,68,98,XS,XL
174,71,109,91,104,S,XL
171,51,104,77,91,L,S
179,62,93,72,108,XL,L
169,72,109,75,96,M,M
170,74,86,88,113,S,L
170,60,82,83,94,L,S
184,82,81,87,92,S,M
181,73,109,69,114,M,XL
179,51,98,69,104,XL,XL
188,79,86,92,86,S,L
161,66,84,93,110,L,XL
167,89,107,67,100,S,L
170,83,82,66,105,XL,S
162,87,104,93,107,L,L
170,71,81,67,102,M,M
157,54,102,79,104,XS,XL
189,89,105,71,106,XL,XL
156,65,101,67,108,S,M
181,75,93,75,113,L,S
160,80,86,80,90,L,L
171,88,101,77,90,L,S
171,72,81,66,106,S,M
174,61,90,84,104,XL,S
177,67,82,85,103,L,S
178,76,88,93,101,XS,L
162,77,87,71,86,XL,M
170,62,80,74,111,XS,XL
164,78,94,67,98,L,S
